"subject","gender","age","avatar","avatarIsCat"
"A155","Male",32,"dog",FALSE
"A232","Male",32,"dog",FALSE
"A327","Male",32,"dog",FALSE
"B376","Male",32,"dog",FALSE
"B406","Male",32,"dog",FALSE
"B423","Male",32,"dog",FALSE
"B494","Male",32,"dog",FALSE
"B507","Male",32,"dog",FALSE
"B556","Male",32,"dog",FALSE
"B611","Male",32,"dog",FALSE
"B682","Male",32,"dog",FALSE
"C1070","Male",32,"dog",FALSE
"C1125","Male",32,"dog",FALSE
"C926","Male",32,"dog",FALSE
"C980","Male",32,"dog",FALSE
"D1147","Male",32,"dog",FALSE
"D1179","Male",32,"dog",FALSE
"D1181","Male",32,"dog",FALSE
"D1206","Male",32,"dog",FALSE
"D1268","Male",32,"dog",FALSE
"D1311","Male",32,"dog",FALSE
"D1470","Male",32,"dog",FALSE
"E1544","Male",32,"dog",FALSE
"E1685","Male",32,"dog",FALSE
"E1795","Male",32,"dog",FALSE
"A100","Female",33,"dog",FALSE
"A116","Female",33,"dog",FALSE
"A188","Female",33,"dog",FALSE
"A237","Female",33,"dog",FALSE
"A272","Female",33,"dog",FALSE
"A38","Female",33,"dog",FALSE
"A97","Female",33,"dog",FALSE
"B424","Female",33,"dog",FALSE
"B561","Female",33,"dog",FALSE
"B580","Female",33,"dog",FALSE
"B640","Female",33,"dog",FALSE
"B675","Female",33,"dog",FALSE
"C783","Female",33,"dog",FALSE
"C841","Female",33,"dog",FALSE
"C844","Female",33,"dog",FALSE
"C857","Female",33,"dog",FALSE
"C900","Female",33,"dog",FALSE
"C920","Female",33,"dog",FALSE
"D1150","Female",33,"dog",FALSE
"D1333","Female",33,"dog",FALSE
"D1509","Female",33,"dog",FALSE
"E1546","Female",33,"dog",FALSE
"E1658","Female",33,"dog",FALSE
"E1822","Female",33,"dog",FALSE
"A300","Male",33,"dog",FALSE
"A329","Male",33,"dog",FALSE
"B639","Male",33,"dog",FALSE
"B699","Male",33,"dog",FALSE
"C767","Male",33,"dog",FALSE
"C856","Male",33,"dog",FALSE
"C884","Male",33,"dog",FALSE
"C983","Male",33,"dog",FALSE
"D1215","Male",33,"dog",FALSE
"D1245","Male",33,"dog",FALSE
"D1378","Male",33,"dog",FALSE
"D1497","Male",33,"dog",FALSE
"E1572","Male",33,"dog",FALSE
"E1653","Male",33,"dog",FALSE
"E1764","Male",33,"dog",FALSE
"E1785","Male",33,"dog",FALSE
"E1815","Male",33,"dog",FALSE
"A136","Female",34,"dog",FALSE
"A248","Female",34,"dog",FALSE
"A263","Female",34,"dog",FALSE
"A67","Female",34,"dog",FALSE
"C1041","Female",34,"dog",FALSE
"C1100","Female",34,"dog",FALSE
"C757","Female",34,"dog",FALSE
"C828","Female",34,"dog",FALSE
"C852","Female",34,"dog",FALSE
"C999","Female",34,"dog",FALSE
"D1133","Female",34,"dog",FALSE
"D1389","Female",34,"dog",FALSE
"D1433","Female",34,"dog",FALSE
"D1447","Female",34,"dog",FALSE
"E1853","Female",34,"dog",FALSE
"A180","Male",34,"dog",FALSE
"A240","Male",34,"dog",FALSE
"A286","Male",34,"dog",FALSE
"A29","Male",34,"dog",FALSE
"B375","Male",34,"dog",FALSE
"B472","Male",34,"dog",FALSE
"B735","Male",34,"dog",FALSE
"C1034","Male",34,"dog",FALSE
"C762","Male",34,"dog",FALSE
"C786","Male",34,"dog",FALSE
"C805","Male",34,"dog",FALSE
"C971","Male",34,"dog",FALSE
"D1162","Male",34,"dog",FALSE
"D1230","Male",34,"dog",FALSE
"D1235","Male",34,"dog",FALSE
"D1349","Male",34,"dog",FALSE
"D1390","Male",34,"dog",FALSE
"D1478","Male",34,"dog",FALSE
"D1482","Male",34,"dog",FALSE
"D1516","Male",34,"dog",FALSE
"E1525","Male",34,"dog",FALSE
"E1531","Male",34,"dog",FALSE
"A168","Female",35,"dog",FALSE
"A264","Female",35,"dog",FALSE
"A82","Female",35,"dog",FALSE
"B382","Female",35,"dog",FALSE
"B437","Female",35,"dog",FALSE
"B504","Female",35,"dog",FALSE
"B516","Female",35,"dog",FALSE
"B663","Female",35,"dog",FALSE
"B731","Female",35,"dog",FALSE
"C1105","Female",35,"dog",FALSE
"C1128","Female",35,"dog",FALSE
"C832","Female",35,"dog",FALSE
"C965","Female",35,"dog",FALSE
"D1306","Female",35,"dog",FALSE
"D1500","Female",35,"dog",FALSE
"D1508","Female",35,"dog",FALSE
"E1527","Female",35,"dog",FALSE
"E1643","Female",35,"dog",FALSE
"E1679","Female",35,"dog",FALSE
"E1728","Female",35,"dog",FALSE
"E1783","Female",35,"dog",FALSE
"E1876","Female",35,"dog",FALSE
"A128","Male",35,"dog",FALSE
"A181","Male",35,"dog",FALSE
"A187","Male",35,"dog",FALSE
"A340","Male",35,"dog",FALSE
"A83","Male",35,"dog",FALSE
"B408","Male",35,"dog",FALSE
"B475","Male",35,"dog",FALSE
"B489","Male",35,"dog",FALSE
"B534","Male",35,"dog",FALSE
"B560","Male",35,"dog",FALSE
"B586","Male",35,"dog",FALSE
"B610","Male",35,"dog",FALSE
"B655","Male",35,"dog",FALSE
"B669","Male",35,"dog",FALSE
"B716","Male",35,"dog",FALSE
"C928","Male",35,"dog",FALSE
"C939","Male",35,"dog",FALSE
"C947","Male",35,"dog",FALSE
"D1419","Male",35,"dog",FALSE
"E1662","Male",35,"dog",FALSE
"E1743","Male",35,"dog",FALSE
"E1771","Male",35,"dog",FALSE
"E1787","Male",35,"dog",FALSE
"E1817","Male",35,"dog",FALSE
"A323","Female",36,"dog",FALSE
"A363","Female",36,"dog",FALSE
"B473","Female",36,"dog",FALSE
"B530","Female",36,"dog",FALSE
"B601","Female",36,"dog",FALSE
"B615","Female",36,"dog",FALSE
"B632","Female",36,"dog",FALSE
"B636","Female",36,"dog",FALSE
"B677","Female",36,"dog",FALSE
"C1051","Female",36,"dog",FALSE
"C1052","Female",36,"dog",FALSE
"C803","Female",36,"dog",FALSE
"C934","Female",36,"dog",FALSE
"D1143","Female",36,"dog",FALSE
"D1198","Female",36,"dog",FALSE
"D1209","Female",36,"dog",FALSE
"D1279","Female",36,"dog",FALSE
"D1342","Female",36,"dog",FALSE
"D1496","Female",36,"dog",FALSE
"D1499","Female",36,"dog",FALSE
"E1577","Female",36,"dog",FALSE
"E1706","Female",36,"dog",FALSE
"E1781","Female",36,"dog",FALSE
"A112","Male",36,"dog",FALSE
"A169","Male",36,"dog",FALSE
"A197","Male",36,"dog",FALSE
"A215","Male",36,"dog",FALSE
"A303","Male",36,"dog",FALSE
"A51","Male",36,"dog",FALSE
"B434","Male",36,"dog",FALSE
"B474","Male",36,"dog",FALSE
"B577","Male",36,"dog",FALSE
"B578","Male",36,"dog",FALSE
"B608","Male",36,"dog",FALSE
"B642","Male",36,"dog",FALSE
"B656","Male",36,"dog",FALSE
"B703","Male",36,"dog",FALSE
"C863","Male",36,"dog",FALSE
"D1359","Male",36,"dog",FALSE
"D1365","Male",36,"dog",FALSE
"E1587","Male",36,"dog",FALSE
"E1604","Male",36,"dog",FALSE
"E1798","Male",36,"dog",FALSE
"E1818","Male",36,"dog",FALSE
"A154","Female",37,"dog",FALSE
"A28","Female",37,"dog",FALSE
"A339","Female",37,"dog",FALSE
"B399","Female",37,"dog",FALSE
"B450","Female",37,"dog",FALSE
"B531","Female",37,"dog",FALSE
"B566","Female",37,"dog",FALSE
"C770","Female",37,"dog",FALSE
"C820","Female",37,"dog",FALSE
"C833","Female",37,"dog",FALSE
"C840","Female",37,"dog",FALSE
"C878","Female",37,"dog",FALSE
"C885","Female",37,"dog",FALSE
"C942","Female",37,"dog",FALSE
"C988","Female",37,"dog",FALSE
"D1141","Female",37,"dog",FALSE
"D1160","Female",37,"dog",FALSE
"D1217","Female",37,"dog",FALSE
"D1430","Female",37,"dog",FALSE
"D1491","Female",37,"dog",FALSE
"D1506","Female",37,"dog",FALSE
"E1812","Female",37,"dog",FALSE
"E1894","Female",37,"dog",FALSE
"A121","Male",37,"dog",FALSE
"A162","Male",37,"dog",FALSE
"A21","Male",37,"dog",FALSE
"A289","Male",37,"dog",FALSE
"A296","Male",37,"dog",FALSE
"A35","Male",37,"dog",FALSE
"A39","Male",37,"dog",FALSE
"A69","Male",37,"dog",FALSE
"A71","Male",37,"dog",FALSE
"B422","Male",37,"dog",FALSE
"B445","Male",37,"dog",FALSE
"B451","Male",37,"dog",FALSE
"B452","Male",37,"dog",FALSE
"B647","Male",37,"dog",FALSE
"C1122","Male",37,"dog",FALSE
"D1183","Male",37,"dog",FALSE
"D1203","Male",37,"dog",FALSE
"D1226","Male",37,"dog",FALSE
"D1304","Male",37,"dog",FALSE
"D1422","Male",37,"dog",FALSE
"E1569","Male",37,"dog",FALSE
"E1571","Male",37,"dog",FALSE
"E1603","Male",37,"dog",FALSE
"E1646","Male",37,"dog",FALSE
"E1762","Male",37,"dog",FALSE
"E1814","Male",37,"dog",FALSE
"A140","Female",38,"dog",FALSE
"A247","Female",38,"dog",FALSE
"B737","Female",38,"dog",FALSE
"C1005","Female",38,"dog",FALSE
"C824","Female",38,"dog",FALSE
"C925","Female",38,"dog",FALSE
"D1320","Female",38,"dog",FALSE
"D1392","Female",38,"dog",FALSE
"D1473","Female",38,"dog",FALSE
"D1474","Female",38,"dog",FALSE
"A5","Male",38,"dog",FALSE
"B387","Male",38,"dog",FALSE
"B574","Male",38,"dog",FALSE
"B595","Male",38,"dog",FALSE
"C1008","Male",38,"dog",FALSE
"C1011","Male",38,"dog",FALSE
"C848","Male",38,"dog",FALSE
"C911","Male",38,"dog",FALSE
"C998","Male",38,"dog",FALSE
"D1184","Male",38,"dog",FALSE
"E1586","Male",38,"dog",FALSE
"E1592","Male",38,"dog",FALSE
"E1609","Male",38,"dog",FALSE
"E1851","Male",38,"dog",FALSE
"B439","Female",39,"dog",FALSE
"B650","Female",39,"dog",FALSE
"C801","Female",39,"dog",FALSE
"D1148","Female",39,"dog",FALSE
"D1327","Female",39,"dog",FALSE
"D1411","Female",39,"dog",FALSE
"E1649","Female",39,"dog",FALSE
"E1719","Female",39,"dog",FALSE
"E1741","Female",39,"dog",FALSE
"E1766","Female",39,"dog",FALSE
"E1880","Female",39,"dog",FALSE
"A210","Male",39,"dog",FALSE
"A336","Male",39,"dog",FALSE
"B729","Male",39,"dog",FALSE
"C1004","Male",39,"dog",FALSE
"C766","Male",39,"dog",FALSE
"C918","Male",39,"dog",FALSE
"C961","Male",39,"dog",FALSE
"D1173","Male",39,"dog",FALSE
"D1267","Male",39,"dog",FALSE
"D1357","Male",39,"dog",FALSE
"D1498","Male",39,"dog",FALSE
"E1562","Male",39,"dog",FALSE
"E1702","Male",39,"dog",FALSE
"B491","Female",40,"dog",FALSE
"B558","Female",40,"dog",FALSE
"B571","Female",40,"dog",FALSE
"C817","Female",40,"dog",FALSE
"C908","Female",40,"dog",FALSE
"C938","Female",40,"dog",FALSE
"E1663","Female",40,"dog",FALSE
"E1680","Female",40,"dog",FALSE
"B391","Male",40,"dog",FALSE
"B535","Male",40,"dog",FALSE
"C777","Male",40,"dog",FALSE
"C866","Male",40,"dog",FALSE
"D1382","Male",40,"dog",FALSE
"D1446","Male",40,"dog",FALSE
"E1521","Male",40,"dog",FALSE
"E1856","Male",40,"dog",FALSE
"B415","Female",41,"dog",FALSE
"B664","Female",41,"dog",FALSE
"C1018","Female",41,"dog",FALSE
"C869","Female",41,"dog",FALSE
"D1224","Female",41,"dog",FALSE
"D1490","Female",41,"dog",FALSE
"E1524","Female",41,"dog",FALSE
"E1673","Female",41,"dog",FALSE
"E1775","Female",41,"dog",FALSE
"A135","Male",41,"dog",FALSE
"A182","Male",41,"dog",FALSE
"A204","Male",41,"dog",FALSE
"A62","Male",41,"dog",FALSE
"A88","Male",41,"dog",FALSE
"B435","Male",41,"dog",FALSE
"B638","Male",41,"dog",FALSE
"C1114","Male",41,"dog",FALSE
"C1129","Male",41,"dog",FALSE
"C799","Male",41,"dog",FALSE
"C862","Male",41,"dog",FALSE
"C893","Male",41,"dog",FALSE
"C921","Male",41,"dog",FALSE
"C989","Male",41,"dog",FALSE
"D1142","Male",41,"dog",FALSE
"E1863","Male",41,"dog",FALSE
"A288","Female",42,"dog",FALSE
"B706","Female",42,"dog",FALSE
"C1016","Female",42,"dog",FALSE
"C1056","Female",42,"dog",FALSE
"C990","Female",42,"dog",FALSE
"E1573","Female",42,"dog",FALSE
"E1591","Female",42,"dog",FALSE
"E1895","Female",42,"dog",FALSE
"A75","Male",42,"dog",FALSE
"B523","Male",42,"dog",FALSE
"C1091","Male",42,"dog",FALSE
"C779","Male",42,"dog",FALSE
"C881","Male",42,"dog",FALSE
"E1632","Male",42,"dog",FALSE
"E1736","Male",42,"dog",FALSE
"A175","Female",43,"dog",FALSE
"A225","Female",43,"dog",FALSE
"A86","Female",43,"dog",FALSE
"B665","Female",43,"dog",FALSE
"C1108","Female",43,"dog",FALSE
"D1131","Female",43,"dog",FALSE
"D1246","Female",43,"dog",FALSE
"D1472","Female",43,"dog",FALSE
"E1770","Female",43,"dog",FALSE
"A163","Male",43,"dog",FALSE
"A2","Male",43,"dog",FALSE
"B517","Male",43,"dog",FALSE
"B600","Male",43,"dog",FALSE
"B652","Male",43,"dog",FALSE
"C784","Male",43,"dog",FALSE
"D1158","Male",43,"dog",FALSE
"D1460","Male",43,"dog",FALSE
"E1651","Male",43,"dog",FALSE
"E1832","Male",43,"dog",FALSE
"A356","Female",44,"dog",FALSE
"B583","Female",44,"dog",FALSE
"B741","Female",44,"dog",FALSE
"C1017","Female",44,"dog",FALSE
"C1029","Female",44,"dog",FALSE
"C1059","Female",44,"dog",FALSE
"C758","Female",44,"dog",FALSE
"C923","Female",44,"dog",FALSE
"D1139","Female",44,"dog",FALSE
"D1167","Female",44,"dog",FALSE
"D1214","Female",44,"dog",FALSE
"D1467","Female",44,"dog",FALSE
"E1725","Female",44,"dog",FALSE
"E1769","Female",44,"dog",FALSE
"E1868","Female",44,"dog",FALSE
"A48","Male",44,"dog",FALSE
"B511","Male",44,"dog",FALSE
"C1116","Male",44,"dog",FALSE
"D1164","Male",44,"dog",FALSE
"D1233","Male",44,"dog",FALSE
"E1796","Male",44,"dog",FALSE
"A239","Female",45,"dog",FALSE
"B623","Female",45,"dog",FALSE
"B742","Female",45,"dog",FALSE
"C896","Female",45,"dog",FALSE
"D1313","Female",45,"dog",FALSE
"D1469","Female",45,"dog",FALSE
"E1554","Female",45,"dog",FALSE
"E1793","Female",45,"dog",FALSE
"E1878","Female",45,"dog",FALSE
"A60","Male",45,"dog",FALSE
"C1040","Male",45,"dog",FALSE
"C898","Male",45,"dog",FALSE
"D1194","Male",45,"dog",FALSE
"D1393","Male",45,"dog",FALSE
"E1788","Male",45,"dog",FALSE
"A276","Female",46,"dog",FALSE
"C778","Female",46,"dog",FALSE
"C905","Female",46,"dog",FALSE
"D1348","Female",46,"dog",FALSE
"D1458","Female",46,"dog",FALSE
"E1811","Female",46,"dog",FALSE
"A308","Male",46,"dog",FALSE
"A68","Male",46,"dog",FALSE
"B444","Male",46,"dog",FALSE
"B712","Male",46,"dog",FALSE
"C790","Male",46,"dog",FALSE
"D1138","Male",46,"dog",FALSE
"D1288","Male",46,"dog",FALSE
"E1720","Male",46,"dog",FALSE
"A149","Female",47,"dog",FALSE
"A171","Female",47,"dog",FALSE
"A177","Female",47,"dog",FALSE
"C1001","Female",47,"dog",FALSE
"C867","Female",47,"dog",FALSE
"C907","Female",47,"dog",FALSE
"D1403","Female",47,"dog",FALSE
"D1475","Female",47,"dog",FALSE
"E1519","Female",47,"dog",FALSE
"E1567","Female",47,"dog",FALSE
"E1629","Female",47,"dog",FALSE
"E1844","Female",47,"dog",FALSE
"D1192","Male",47,"dog",FALSE
"D1237","Male",47,"dog",FALSE
"D1457","Male",47,"dog",FALSE
"E1803","Male",47,"dog",FALSE
"A109","Female",48,"dog",FALSE
"A255","Female",48,"dog",FALSE
"B492","Female",48,"dog",FALSE
"C760","Female",48,"dog",FALSE
"C892","Female",48,"dog",FALSE
"D1280","Female",48,"dog",FALSE
"E1827","Female",48,"dog",FALSE
"E1841","Female",48,"dog",FALSE
"A270","Male",48,"dog",FALSE
"A307","Male",48,"dog",FALSE
"B673","Male",48,"dog",FALSE
"C1023","Male",48,"dog",FALSE
"C912","Male",48,"dog",FALSE
"E1717","Male",48,"dog",FALSE
"A147","Female",49,"dog",FALSE
"A150","Female",49,"dog",FALSE
"A285","Female",49,"dog",FALSE
"B455","Female",49,"dog",FALSE
"B730","Female",49,"dog",FALSE
"B384","Male",49,"dog",FALSE
"B405","Male",49,"dog",FALSE
"B498","Male",49,"dog",FALSE
"A186","Female",50,"dog",FALSE
"A214","Female",50,"dog",FALSE
"C1022","Female",50,"dog",FALSE
"C809","Female",50,"dog",FALSE
"D1155","Female",50,"dog",FALSE
"D1174","Female",50,"dog",FALSE
"D1236","Female",50,"dog",FALSE
"B488","Male",50,"dog",FALSE
"B593","Male",50,"dog",FALSE
"C1027","Male",50,"dog",FALSE
"C1119","Male",50,"dog",FALSE
"C959","Male",50,"dog",FALSE
"C997","Male",50,"dog",FALSE
"E1547","Male",50,"dog",FALSE
"A203","Female",51,"dog",FALSE
"A362","Female",51,"dog",FALSE
"A368","Female",51,"dog",FALSE
"C788","Female",51,"dog",FALSE
"C795","Female",51,"dog",FALSE
"D1263","Female",51,"dog",FALSE
"D1317","Female",51,"dog",FALSE
"E1645","Female",51,"dog",FALSE
"E1633","Male",51,"dog",FALSE
"A133","Female",52,"dog",FALSE
"A305","Female",52,"dog",FALSE
"C1083","Female",52,"dog",FALSE
"D1480","Female",52,"dog",FALSE
"A144","Male",52,"dog",FALSE
"A319","Male",52,"dog",FALSE
"B400","Male",52,"dog",FALSE
"B456","Male",52,"dog",FALSE
"C883","Male",52,"dog",FALSE
"D1153","Male",52,"dog",FALSE
"D1170","Male",52,"dog",FALSE
"D1343","Male",52,"dog",FALSE
"A167","Female",53,"dog",FALSE
"A184","Female",53,"dog",FALSE
"B496","Female",53,"dog",FALSE
"C1066","Female",53,"dog",FALSE
"C1099","Female",53,"dog",FALSE
"C815","Female",53,"dog",FALSE
"C879","Female",53,"dog",FALSE
"D1193","Female",53,"dog",FALSE
"D1435","Female",53,"dog",FALSE
"D1476","Female",53,"dog",FALSE
"E1608","Female",53,"dog",FALSE
"E1734","Female",53,"dog",FALSE
"E1807","Female",53,"dog",FALSE
"A213","Male",53,"dog",FALSE
"C924","Male",53,"dog",FALSE
"A195","Female",54,"dog",FALSE
"C1032","Female",54,"dog",FALSE
"D1227","Female",54,"dog",FALSE
"D1352","Female",54,"dog",FALSE
"D1488","Female",54,"dog",FALSE
"E1733","Female",54,"dog",FALSE
"A50","Male",54,"dog",FALSE
"D1405","Male",54,"dog",FALSE
"E1595","Male",54,"dog",FALSE
"E1623","Male",54,"dog",FALSE
"E1886","Male",54,"dog",FALSE
"A183","Female",55,"dog",FALSE
"B469","Female",55,"dog",FALSE
"C894","Female",55,"dog",FALSE
"C948","Female",55,"dog",FALSE
"D1154","Female",55,"dog",FALSE
"D1190","Female",55,"dog",FALSE
"D1416","Female",55,"dog",FALSE
"C967","Male",55,"dog",FALSE
"D1165","Male",55,"dog",FALSE
"E1605","Male",55,"dog",FALSE
"A201","Female",56,"dog",FALSE
"A66","Female",56,"dog",FALSE
"B721","Female",56,"dog",FALSE
"B745","Female",56,"dog",FALSE
"C1013","Female",56,"dog",FALSE
"C860","Female",56,"dog",FALSE
"D1136","Female",56,"dog",FALSE
"D1199","Female",56,"dog",FALSE
"D1221","Female",56,"dog",FALSE
"D1299","Female",56,"dog",FALSE
"D1462","Female",56,"dog",FALSE
"D1324","Male",56,"dog",FALSE
"B643","Female",57,"dog",FALSE
"C1072","Female",57,"dog",FALSE
"C845","Female",57,"dog",FALSE
"C847","Female",57,"dog",FALSE
"C994","Female",57,"dog",FALSE
"D1356","Female",57,"dog",FALSE
"E1528","Female",57,"dog",FALSE
"E1765","Female",57,"dog",FALSE
"B519","Male",57,"dog",FALSE
"B713","Male",57,"dog",FALSE
"C958","Male",57,"dog",FALSE
"E1872","Male",57,"dog",FALSE
"A159","Female",58,"dog",FALSE
"A313","Female",58,"dog",FALSE
"C1014","Female",58,"dog",FALSE
"E1671","Female",58,"dog",FALSE
"A314","Male",58,"dog",FALSE
"D1296","Male",58,"dog",FALSE
"D1494","Male",58,"dog",FALSE
"B723","Female",59,"dog",FALSE
"C1042","Female",59,"dog",FALSE
"E1626","Female",59,"dog",FALSE
"C836","Male",59,"dog",FALSE
"D1134","Male",59,"dog",FALSE
"B467","Female",60,"dog",FALSE
"B719","Female",60,"dog",FALSE
"D1175","Female",60,"dog",FALSE
"D1448","Female",60,"dog",FALSE
"E1831","Female",60,"dog",FALSE
"A331","Male",60,"dog",FALSE
"A78","Male",60,"dog",FALSE
"B545","Male",60,"dog",FALSE
"A146","Female",61,"dog",FALSE
"C1120","Female",61,"dog",FALSE
"D1361","Female",61,"dog",FALSE
"E1760","Female",61,"dog",FALSE
"B720","Male",61,"dog",FALSE
"D1355","Male",61,"dog",FALSE
"A209","Female",62,"dog",FALSE
"B512","Female",62,"dog",FALSE
"C792","Female",62,"dog",FALSE
"D1464","Female",62,"dog",FALSE
"C808","Male",62,"dog",FALSE
"E1677","Male",62,"dog",FALSE
"B525","Female",63,"dog",FALSE
"D1436","Female",63,"dog",FALSE
"E1867","Female",63,"dog",FALSE
"A125","Male",63,"dog",FALSE
"A189","Male",63,"dog",FALSE
"A302","Male",63,"dog",FALSE
"C1021","Male",63,"dog",FALSE
"D1312","Male",63,"dog",FALSE
"E1553","Male",63,"dog",FALSE
"A9","Female",64,"dog",FALSE
"E1641","Female",64,"dog",FALSE
"B599","Male",64,"dog",FALSE
"C839","Male",64,"dog",FALSE
"D1281","Male",64,"dog",FALSE
"E1859","Male",64,"dog",FALSE
"B710","Female",65,"dog",FALSE
"D1363","Female",65,"dog",FALSE
"E1686","Female",65,"dog",FALSE
"E1739","Female",65,"dog",FALSE
"A316","Male",65,"dog",FALSE
"A46","Male",65,"dog",FALSE
"B539","Female",66,"dog",FALSE
"C974","Female",66,"dog",FALSE
"E1864","Female",66,"dog",FALSE
"B630","Male",66,"dog",FALSE
"D1272","Male",66,"dog",FALSE
"A267","Female",67,"dog",FALSE
"B704","Female",67,"dog",FALSE
"C968","Female",67,"dog",FALSE
"A238","Male",67,"dog",FALSE
"C899","Female",68,"dog",FALSE
"D1291","Female",68,"dog",FALSE
"D1191","Female",69,"dog",FALSE
"E1538","Female",69,"dog",FALSE
"A202","Male",69,"dog",FALSE
"B597","Male",70,"dog",FALSE
"B478","Female",72,"dog",FALSE
"D1239","Female",72,"dog",FALSE
"A58","Male",73,"dog",FALSE
"D1443","Male",73,"dog",FALSE
"B727","Male",74,"dog",FALSE
